source,value,timestamp
temperature{room="corridor"},5000.002788437188,1556671608000.0
humidity{room="corridor"},4999.27854456766,1556711640000.0
humidity{room="kitchen"},5000.0,1556711640000.0
humidity{room="bathroom"},14999.862322791594,1556811720000.0
temperature{room="kitchen"},5000.155772706082,1556711645000.0
temperature{room="living_room"},5199.971233825012,1556713669800.0
temperature{room="bathroom"},1000.0,1556671620000.0
temperature{room="corridor"},5000.035366522024,1556671609000.0
humidity{room="corridor"},4999.608503804367,1556711645000.0
humidity{room="kitchen"},5000.0,1556711645000.0
humidity{room="bathroom"},15000.267884665418,1556811735000.0
temperature{room="kitchen"},4999.884064043762,1556711650000.0
temperature{room="living_room"},5200.125254431119,1556713675000.0
temperature{room="bathroom"},1000.0,1556671621000.0
temperature{room="corridor"},4999.981546228036,1556671610000.0
humidity{room="corridor"},5000.0636285342725,1556711650000.0
humidity{room="kitchen"},5000.0,1556711650000.0
humidity{room="bathroom"},14999.82558099134,1556811750000.0
temperature{room="kitchen"},5000.149856288414,1556711655000.0
temperature{room="living_room"},5199.955487612001,1556713680200.0
temperature{room="bathroom"},1000.0,1556671622000.0
temperature{room="corridor"},5000.051908325732,1556671611000.0
humidity{room="corridor"},4999.313334074567,1556711655000.0
humidity{room="kitchen"},5000.0,1556711655000.0
humidity{room="bathroom"},15000.049155514169,1556811765000.0
temperature{room="kitchen"},5000.052344384764,1556711660000.0
temperature{room="living_room"},5199.953757628256,1556713685400.0
temperature{room="bathroom"},1000.0,1556671623000.0
temperature{room="corridor"},4999.91222917906,1556671612000.0
humidity{room="corridor"},4999.885714609916,1556711660000.0
humidity{room="kitchen"},5000.0,1556711660000.0
humidity{room="bathroom"},15000.023451987016,1556811780000.0
temperature{room="kitchen"},5000.180752007542,1556711665000.0
temperature{room="living_room"},5200.083812749324,1556713690600.0
temperature{room="bathroom"},1000.0,1556671624000.0
temperature{room="corridor"},4999.859587148273,1556671613000.0
humidity{room="corridor"},4999.789170791558,1556711665000.0
humidity{room="kitchen"},5000.0,1556711665000.0
humidity{room="bathroom"},15000.035551575378,1556811795000.0
temperature{room="kitchen"},4999.899207836655,1556711670000.0
temperature{room="living_room"},5199.978458135628,1556713695800.0
temperature{room="bathroom"},1000.0,1556671625000.0
temperature{room="corridor"},4999.960798388821,1556671614000.0
humidity{room="corridor"},5000.012789501205,1556711670000.0
humidity{room="kitchen"},5000.0,1556711670000.0
humidity{room="bathroom"},14999.98006044361,1556811810000.0
temperature{room="kitchen"},4999.9300131198115,1556711675000.0
temperature{room="living_room"},5200.048841614174,1556713701000.0
temperature{room="bathroom"},1000.0,1556671626000.0
temperature{room="corridor"},5000.008048148404,1556671615000.0
humidity{room="corridor"},4999.969310787336,1556711675000.0
humidity{room="kitchen"},5000.0,1556711675000.0
humidity{room="bathroom"},15000.055796338333,1556811825000.0
temperature{room="kitchen"},4999.935205856427,1556711680000.0
temperature{room="living_room"},5199.983922193662,1556713706200.0
temperature{room="bathroom"},1000.0,1556671627000.0
temperature{room="corridor"},5000.007937880064,1556671616000.0
humidity{room="corridor"},4999.897570636328,1556711680000.0
humidity{room="kitchen"},5000.0,1556711680000.0
humidity{room="bathroom"},14999.892013037417,1556811840000.0
temperature{room="kitchen"},4999.938718387628,1556711685000.0
temperature{room="living_room"},5200.089437189596,1556713711400.0
temperature{room="bathroom"},1000.0,1556671628000.0
temperature{room="corridor"},5000.010098645237,1556671617000.0
humidity{room="corridor"},4999.974301591105,1556711685000.0
humidity{room="kitchen"},5000.0,1556711685000.0
humidity{room="bathroom"},14999.964522200706,1556811855000.0
temperature{room="kitchen"},5000.1095714437,1556711690000.0
temperature{room="living_room"},5200.010635704483,1556713716600.0
temperature{room="bathroom"},1000.0,1556671629000.0
temperature{room="corridor"},5000.008064898904,1556671618000.0
humidity{room="corridor"},4999.566432111256,1556711690000.0
humidity{room="kitchen"},5000.0,1556711690000.0
humidity{room="bathroom"},14999.889100487428,1556811870000.0
temperature{room="kitchen"},5000.093644627176,1556711695000.0
temperature{room="living_room"},5199.9396911361455,1556713721800.0
temperature{room="bathroom"},1000.0,1556671630000.0
temperature{room="corridor"},4999.97684953312,1556671619000.0
humidity{room="corridor"},4999.962266577346,1556711695000.0
humidity{room="kitchen"},5000.0,1556711695000.0
humidity{room="bathroom"},15000.10084929074,1556811885000.0
temperature{room="kitchen"},4999.822340776587,1556711700000.0
temperature{room="living_room"},5200.084533402142,1556713727000.0
temperature{room="bathroom"},1000.0,1556671631000.0
temperature{room="corridor"},4999.965296659309,1556671620000.0
humidity{room="corridor"},5000.325685682033,1556711700000.0
humidity{room="kitchen"},5000.0,1556711700000.0
humidity{room="bathroom"},15000.019244193416,1556811900000.0
temperature{room="kitchen"},5000.007598009624,1556711705000.0
temperature{room="living_room"},5199.945856431531,1556713732200.0
temperature{room="bathroom"},1000.0,1556671632000.0
temperature{room="corridor"},5000.062775707392,1556671621000.0
humidity{room="corridor"},4999.575029963266,1556711705000.0
humidity{room="kitchen"},5000.0,1556711705000.0
humidity{room="bathroom"},15000.078285264059,1556811915000.0
temperature{room="kitchen"},5000.026551100208,1556711710000.0
temperature{room="living_room"},5199.915615130679,1556713737400.0
temperature{room="bathroom"},1000.0,1556671633000.0
temperature{room="corridor"},4999.954444254348,1556671622000.0
humidity{room="corridor"},5000.2598549123695,1556711710000.0
humidity{room="kitchen"},5000.0,1556711710000.0
humidity{room="bathroom"},14999.90469223267,1556811930000.0
temperature{room="kitchen"},5000.020684422008,1556711715000.0
temperature{room="living_room"},5200.029756687149,1556713742600.0
temperature{room="bathroom"},1000.0,1556671634000.0
temperature{room="corridor"},5000.0634744683,1556671623000.0
humidity{room="corridor"},5000.55222855504,1556711715000.0
humidity{room="kitchen"},5000.0,1556711715000.0
humidity{room="bathroom"},15000.083867960786,1556811945000.0
temperature{room="kitchen"},4999.967228244885,1556711720000.0
temperature{room="living_room"},5200.086825584261,1556713747800.0
temperature{room="bathroom"},1000.0,1556671635000.0
temperature{room="corridor"},5000.030728221567,1556671624000.0
humidity{room="corridor"},4999.873669835256,1556711720000.0
humidity{room="kitchen"},5000.0,1556711720000.0
humidity{room="bathroom"},15000.089795152562,1556811960000.0
temperature{room="kitchen"},4999.943438448433,1556711725000.0
temperature{room="living_room"},5199.940096943989,1556713753000.0
temperature{room="bathroom"},1000.0,1556671636000.0
temperature{room="corridor"},4999.987814326961,1556671625000.0
humidity{room="corridor"},5000.333869358381,1556711725000.0
humidity{room="kitchen"},5000.0,1556711725000.0
humidity{room="bathroom"},14999.944092186151,1556811975000.0
temperature{room="kitchen"},5000.0248796775495,1556711730000.0
temperature{room="living_room"},5199.926597003591,1556713758200.0
temperature{room="bathroom"},1000.0,1556671637000.0
temperature{room="corridor"},4999.999484623468,1556671626000.0
humidity{room="corridor"},5000.288370635232,1556711730000.0
humidity{room="kitchen"},5000.0,1556711730000.0
humidity{room="bathroom"},15000.061139636726,1556811990000.0
temperature{room="kitchen"},5000.003841405247,1556711735000.0
temperature{room="living_room"},5200.010084027545,1556713763400.0
temperature{room="bathroom"},1000.0,1556671638000.0
temperature{room="corridor"},5000.007943950327,1556671627000.0
humidity{room="corridor"},4999.822315198301,1556711735000.0
humidity{room="kitchen"},5000.0,1556711735000.0
humidity{room="bathroom"},14999.931312704048,1556812005000.0
temperature{room="kitchen"},4999.876962267117,1556711740000.0
temperature{room="living_room"},5199.989390633505,1556713768600.0
temperature{room="bathroom"},1000.0,1556671639000.0
temperature{room="corridor"},5000.002113658985,1556671628000.0
humidity{room="corridor"},4999.755144105996,1556711740000.0
humidity{room="kitchen"},5000.0,1556711740000.0
humidity{room="bathroom"},15000.062986578248,1556812020000.0
temperature{room="kitchen"},4999.974291046352,1556711745000.0
temperature{room="living_room"},5199.944100200406,1556713773800.0
temperature{room="bathroom"},1000.0,1556671640000.0
temperature{room="corridor"},5000.050230171088,1556671629000.0
humidity{room="corridor"},4999.485877898045,1556711745000.0
humidity{room="kitchen"},5000.0,1556711745000.0
humidity{room="bathroom"},14999.984200105637,1556812035000.0
temperature{room="kitchen"},5000.0239158442155,1556711750000.0
temperature{room="living_room"},5199.861313980941,1556713779000.0
temperature{room="bathroom"},1000.0,1556671641000.0
temperature{room="corridor"},5000.030263367816,1556671630000.0
humidity{room="corridor"},5000.02088746057,1556711750000.0
humidity{room="kitchen"},5000.0,1556711750000.0
humidity{room="bathroom"},14999.819263149906,1556812050000.0
temperature{room="kitchen"},4999.90098586447,1556711755000.0
temperature{room="living_room"},5200.083870396915,1556713784200.0
temperature{room="bathroom"},1000.0,1556671642000.0
temperature{room="corridor"},5000.0159069409365,1556671631000.0
humidity{room="corridor"},4999.924119731643,1556711755000.0
humidity{room="kitchen"},5000.0,1556711755000.0
humidity{room="bathroom"},15000.14354648317,1556812065000.0
temperature{room="kitchen"},5000.129204954491,1556711760000.0
temperature{room="living_room"},5199.935323886127,1556713789400.0
temperature{room="bathroom"},1000.0,1556671643000.0
temperature{room="corridor"},5000.0982202095,1556671632000.0
humidity{room="corridor"},5000.167802303167,1556711760000.0
humidity{room="kitchen"},5000.0,1556711760000.0
humidity{room="bathroom"},15000.060243823453,1556812080000.0
temperature{room="kitchen"},4999.884911828331,1556711765000.0
temperature{room="living_room"},5199.847720677082,1556713794600.0
temperature{room="bathroom"},1000.0,1556671644000.0
temperature{room="corridor"},4999.986524346196,1556671633000.0
humidity{room="corridor"},4999.887599937394,1556711765000.0
humidity{room="kitchen"},5000.0,1556711765000.0
humidity{room="bathroom"},15000.129524638856,1556812095000.0
temperature{room="kitchen"},4999.897593659356,1556711770000.0
temperature{room="living_room"},5200.067980546291,1556713799800.0
temperature{room="bathroom"},1000.0,1556671645000.0
temperature{room="corridor"},4999.955688146656,1556671634000.0
humidity{room="corridor"},4999.531928687746,1556711770000.0
humidity{room="kitchen"},5000.0,1556711770000.0
humidity{room="bathroom"},15000.148995378013,1556812110000.0
temperature{room="kitchen"},4999.935281245301,1556711775000.0
temperature{room="living_room"},5199.962512838619,1556713805000.0
temperature{room="bathroom"},1000.0,1556671646000.0
temperature{room="corridor"},4999.962034606098,1556671635000.0
humidity{room="corridor"},4999.763248074669,1556711775000.0
humidity{room="kitchen"},5000.0,1556711775000.0
humidity{room="bathroom"},14999.986934137934,1556812125000.0
temperature{room="kitchen"},5000.054142963773,1556711780000.0
temperature{room="living_room"},5200.003825374624,1556713810200.0
temperature{room="bathroom"},1000.0,1556671647000.0
temperature{room="corridor"},5000.006684736059,1556671636000.0
humidity{room="corridor"},5000.08613474046,1556711780000.0
humidity{room="kitchen"},5000.0,1556711780000.0
humidity{room="bathroom"},14999.892446134918,1556812140000.0
temperature{room="kitchen"},4999.952660092598,1556711785000.0
temperature{room="living_room"},5199.980905490102,1556713815400.0
temperature{room="bathroom"},1000.0,1556671648000.0
temperature{room="corridor"},5000.06470376269,1556671637000.0
humidity{room="corridor"},5000.372382534374,1556711785000.0
humidity{room="kitchen"},5000.0,1556711785000.0
humidity{room="bathroom"},14999.91474097847,1556812155000.0
temperature{room="kitchen"},5000.029403543324,1556711790000.0
temperature{room="living_room"},5199.968436137114,1556713820600.0
temperature{room="bathroom"},1000.0,1556671649000.0
temperature{room="corridor"},5000.076172416282,1556671638000.0
humidity{room="corridor"},5000.211835395602,1556711790000.0
humidity{room="kitchen"},5000.0,1556711790000.0
humidity{room="bathroom"},15000.070627071556,1556812170000.0
temperature{room="kitchen"},5000.05387405248,1556711795000.0
temperature{room="living_room"},5200.002209281108,1556713825800.0
temperature{room="bathroom"},1000.0,1556671650000.0
temperature{room="corridor"},5000.040994154839,1556671639000.0
humidity{room="corridor"},4999.4824578813605,1556711795000.0
humidity{room="kitchen"},5000.0,1556711795000.0
humidity{room="bathroom"},15000.108895856569,1556812185000.0
temperature{room="kitchen"},4999.881760235811,1556711800000.0
temperature{room="living_room"},5200.11919127967,1556713831000.0
temperature{room="bathroom"},1000.0,1556671651000.0
temperature{room="corridor"},5000.0516851198245,1556671640000.0
humidity{room="corridor"},5000.0207365576125,1556711800000.0
humidity{room="kitchen"},5000.0,1556711800000.0
humidity{room="bathroom"},14999.988012558877,1556812200000.0
temperature{room="kitchen"},5000.077065528042,1556711805000.0
temperature{room="living_room"},5200.0567744211085,1556713836200.0
temperature{room="bathroom"},1000.0,1556671652000.0
temperature{room="corridor"},4999.979732917593,1556671641000.0
humidity{room="corridor"},5000.399790469768,1556711805000.0
humidity{room="kitchen"},5000.0,1556711805000.0
humidity{room="bathroom"},15000.01631582405,1556812215000.0
temperature{room="kitchen"},4999.985469218452,1556711810000.0
temperature{room="living_room"},5199.97245764173,1556713841400.0
temperature{room="bathroom"},1000.0,1556671653000.0
temperature{room="corridor"},5000.005572438023,1556671642000.0
humidity{room="corridor"},4999.674326387515,1556711810000.0
humidity{room="kitchen"},5000.0,1556711810000.0
humidity{room="bathroom"},15000.038549477747,1556812230000.0
temperature{room="kitchen"},5000.080717392812,1556711815000.0
temperature{room="living_room"},5200.051835886712,1556713846600.0
temperature{room="bathroom"},1000.0,1556671654000.0
temperature{room="corridor"},4999.984231003792,1556671643000.0
humidity{room="corridor"},4999.868140246633,1556711815000.0
humidity{room="kitchen"},5000.0,1556711815000.0
humidity{room="bathroom"},15000.064432067275,1556812245000.0
temperature{room="kitchen"},4999.922185425395,1556711820000.0
temperature{room="living_room"},5200.046469491483,1556713851800.0
temperature{room="bathroom"},1000.0,1556671655000.0
temperature{room="corridor"},4999.975411086265,1556671644000.0
humidity{room="corridor"},5000.093151458388,1556711820000.0
humidity{room="kitchen"},5000.0,1556711820000.0
humidity{room="bathroom"},14999.930871356259,1556812260000.0
temperature{room="kitchen"},4999.97422503725,1556711825000.0
temperature{room="living_room"},5199.87067124498,1556713857000.0
temperature{room="bathroom"},1000.0,1556671656000.0
temperature{room="corridor"},4999.907000944708,1556671645000.0
humidity{room="corridor"},4999.695927480544,1556711825000.0
humidity{room="kitchen"},5000.0,1556711825000.0
humidity{room="bathroom"},15000.078712780902,1556812275000.0
temperature{room="kitchen"},5000.041536884149,1556711830000.0
temperature{room="living_room"},5200.116361052157,1556713862200.0
temperature{room="bathroom"},1000.0,1556671657000.0
temperature{room="corridor"},4999.907531453421,1556671646000.0
humidity{room="corridor"},5000.085154857711,1556711830000.0
humidity{room="kitchen"},5000.0,1556711830000.0
humidity{room="bathroom"},14999.854969802313,1556812290000.0
temperature{room="kitchen"},4999.840990603506,1556711835000.0
temperature{room="living_room"},5199.993582243617,1556713867400.0
temperature{room="bathroom"},1000.0,1556671658000.0
temperature{room="corridor"},5000.001228375923,1556671647000.0
humidity{room="corridor"},5000.40094737696,1556711835000.0
humidity{room="kitchen"},5000.0,1556711835000.0
humidity{room="bathroom"},15000.09263594465,1556812305000.0
temperature{room="kitchen"},4999.820087278221,1556711840000.0
temperature{room="living_room"},5200.079038239544,1556713872600.0
temperature{room="bathroom"},1000.0,1556671659000.0
temperature{room="corridor"},5000.080230027143,1556671648000.0
humidity{room="corridor"},5000.286738660224,1556711840000.0
humidity{room="kitchen"},5000.0,1556711840000.0
humidity{room="bathroom"},15000.089716317794,1556812320000.0
temperature{room="kitchen"},5000.015347204929,1556711845000.0
temperature{room="living_room"},5199.845013697176,1556713877800.0
temperature{room="bathroom"},1000.0,1556671660000.0
temperature{room="corridor"},5000.003882578118,1556671649000.0
humidity{room="corridor"},5000.066921487162,1556711845000.0
humidity{room="kitchen"},5000.0,1556711845000.0
humidity{room="bathroom"},15000.008599449382,1556812335000.0
temperature{room="kitchen"},4999.86614675078,1556711850000.0
temperature{room="living_room"},5199.9763188114475,1556713883000.0
temperature{room="bathroom"},1000.0,1556671661000.0
temperature{room="corridor"},4999.9974514424275,1556671650000.0
humidity{room="corridor"},5000.373309967346,1556711850000.0
humidity{room="kitchen"},5000.0,1556711850000.0
humidity{room="bathroom"},14999.983668025801,1556812350000.0
temperature{room="kitchen"},5000.162394649798,1556711855000.0
temperature{room="living_room"},5199.997684476984,1556713888200.0
temperature{room="bathroom"},1000.0,1556671662000.0
temperature{room="corridor"},5000.019620183955,1556671651000.0
humidity{room="corridor"},5000.034465712792,1556711855000.0
humidity{room="kitchen"},5000.0,1556711855000.0
humidity{room="bathroom"},15000.024418970432,1556812365000.0
temperature{room="kitchen"},4999.847941858258,1556711860000.0
temperature{room="living_room"},5200.104217222149,1556713893400.0
temperature{room="bathroom"},1000.0,1556671663000.0
temperature{room="corridor"},5000.09383498587,1556671652000.0
humidity{room="corridor"},4999.509759161235,1556711860000.0
humidity{room="kitchen"},5000.0,1556711860000.0
humidity{room="bathroom"},14999.971603572689,1556812380000.0
temperature{room="kitchen"},5000.025257564127,1556711865000.0
temperature{room="living_room"},5200.042224450325,1556713898600.0
temperature{room="bathroom"},1000.0,1556671664000.0
temperature{room="corridor"},4999.964198585806,1556671653000.0
humidity{room="corridor"},5000.4060020202405,1556711865000.0
humidity{room="kitchen"},5000.0,1556711865000.0
humidity{room="bathroom"},14999.954145934198,1556812395000.0
temperature{room="kitchen"},4999.911193370513,1556711870000.0
temperature{room="living_room"},5199.9312590233285,1556713903800.0
temperature{room="bathroom"},1000.0,1556671665000.0
temperature{room="corridor"},4999.963322172381,1556671654000.0
humidity{room="corridor"},4999.492292017089,1556711870000.0
humidity{room="kitchen"},5000.0,1556711870000.0
humidity{room="bathroom"},14999.843799111117,1556812410000.0
temperature{room="kitchen"},5000.030292704826,1556711875000.0
temperature{room="living_room"},5200.052215905243,1556713909000.0
temperature{room="bathroom"},1000.0,1556671666000.0
temperature{room="corridor"},4999.943507059787,1556671655000.0
humidity{room="corridor"},4999.954720666362,1556711875000.0
humidity{room="kitchen"},5000.0,1556711875000.0
humidity{room="bathroom"},14999.871196175949,1556812425000.0
temperature{room="kitchen"},4999.954056731386,1556711880000.0
temperature{room="living_room"},5199.994119181671,1556713914200.0
temperature{room="bathroom"},1000.0,1556671667000.0
temperature{room="corridor"},4999.9272447044705,1556671656000.0
humidity{room="corridor"},5000.011067019026,1556711880000.0
humidity{room="kitchen"},5000.0,1556711880000.0
humidity{room="bathroom"},14999.956917667736,1556812440000.0
temperature{room="kitchen"},5000.022639045364,1556711885000.0
temperature{room="living_room"},5200.068127547824,1556713919400.0
temperature{room="bathroom"},1000.0,1556671668000.0
temperature{room="corridor"},4999.932241706814,1556671657000.0
humidity{room="corridor"},4999.932326373154,1556711885000.0
humidity{room="kitchen"},5000.0,1556711885000.0
humidity{room="bathroom"},14999.957173000423,1556812455000.0
temperature{room="kitchen"},4999.798373989913,1556711890000.0
temperature{room="living_room"},5200.091761758026,1556713924600.0
temperature{room="bathroom"},1000.0,1556671669000.0
temperature{room="corridor"},5000.034279549499,1556671658000.0
humidity{room="corridor"},4999.848312928792,1556711890000.0
humidity{room="kitchen"},5000.0,1556711890000.0
humidity{room="bathroom"},14999.975647108284,1556812470000.0
temperature{room="kitchen"},4999.904622308144,1556711895000.0
temperature{room="living_room"},5199.988954031103,1556713929800.0
temperature{room="bathroom"},1000.0,1556671670000.0
temperature{room="corridor"},4999.948543126472,1556671659000.0
humidity{room="corridor"},5000.189645828497,1556711895000.0
humidity{room="kitchen"},5000.0,1556711895000.0
humidity{room="bathroom"},15000.04987185057,1556812485000.0
temperature{room="kitchen"},5000.164555859758,1556711900000.0
temperature{room="living_room"},5199.97188054595,1556713935000.0
temperature{room="bathroom"},1000.0,1556671671000.0
temperature{room="corridor"},4999.870175252909,1556671660000.0
humidity{room="corridor"},4999.594731364395,1556711900000.0
humidity{room="kitchen"},5000.0,1556711900000.0
humidity{room="bathroom"},15000.013301023322,1556812500000.0
temperature{room="kitchen"},4999.799174251133,1556711905000.0
temperature{room="living_room"},5199.854330152531,1556713940200.0
temperature{room="bathroom"},1000.0,1556671672000.0
temperature{room="corridor"},5000.015326512998,1556671661000.0
humidity{room="corridor"},4999.628828620811,1556711905000.0
humidity{room="kitchen"},5000.0,1556711905000.0
humidity{room="bathroom"},15000.042368802691,1556812515000.0
temperature{room="kitchen"},5000.152974709015,1556711910000.0
temperature{room="living_room"},5200.031052375557,1556713945400.0
temperature{room="bathroom"},1000.0,1556671673000.0
temperature{room="corridor"},4999.9811265672015,1556671662000.0
humidity{room="corridor"},5000.116324953823,1556711910000.0
humidity{room="kitchen"},5000.0,1556711910000.0
humidity{room="bathroom"},14999.948061835465,1556812530000.0
temperature{room="kitchen"},5000.097684599734,1556711915000.0
temperature{room="living_room"},5199.847324812259,1556713950600.0
temperature{room="bathroom"},1000.0,1556671674000.0
temperature{room="corridor"},5000.063433959026,1556671663000.0
humidity{room="corridor"},5000.339962717985,1556711915000.0
humidity{room="kitchen"},5000.0,1556711915000.0
humidity{room="bathroom"},14999.95711560006,1556812545000.0
temperature{room="kitchen"},4999.794783536987,1556711920000.0
temperature{room="living_room"},5200.045501431601,1556713955800.0
temperature{room="bathroom"},1000.0,1556671675000.0
temperature{room="corridor"},5000.046871259286,1556671664000.0
humidity{room="corridor"},5000.176499963421,1556711920000.0
humidity{room="kitchen"},5000.0,1556711920000.0
humidity{room="bathroom"},14999.992362298422,1556812560000.0
temperature{room="kitchen"},5000.024867216788,1556711925000.0
temperature{room="living_room"},5200.085636583596,1556713961000.0
temperature{room="bathroom"},1000.0,1556671676000.0
temperature{room="corridor"},5000.050451556638,1556671665000.0
humidity{room="corridor"},4999.593295307304,1556711925000.0
humidity{room="kitchen"},5000.0,1556711925000.0
humidity{room="bathroom"},14999.90777961171,1556812575000.0
temperature{room="kitchen"},4999.875295253278,1556711930000.0
temperature{room="living_room"},5200.056633966348,1556713966200.0
temperature{room="bathroom"},1000.0,1556671677000.0
temperature{room="corridor"},5000.0162662991415,1556671666000.0
humidity{room="corridor"},5000.305921599015,1556711930000.0
humidity{room="kitchen"},5000.0,1556711930000.0
humidity{room="bathroom"},15000.033476014416,1556812590000.0
temperature{room="kitchen"},5000.020562723931,1556711935000.0
temperature{room="living_room"},5200.105067898143,1556713971400.0
temperature{room="bathroom"},1000.0,1556671678000.0
temperature{room="corridor"},4999.922212757539,1556671667000.0
humidity{room="corridor"},4999.835458525632,1556711935000.0
humidity{room="kitchen"},5000.0,1556711935000.0
humidity{room="bathroom"},15000.016643018007,1556812605000.0
temperature{room="kitchen"},4999.926861862361,1556711940000.0
temperature{room="living_room"},5200.17948213544,1556713976600.0
temperature{room="bathroom"},1000.0,1556671679000.0
temperature{room="corridor"},4999.980920476422,1556671668000.0
humidity{room="corridor"},4999.98412622808,1556711940000.0
humidity{room="kitchen"},5000.0,1556711940000.0
humidity{room="bathroom"},15000.098242413134,1556812620000.0
temperature{room="kitchen"},5000.049312634598,1556711945000.0
temperature{room="living_room"},5199.98736720818,1556713981800.0
temperature{room="bathroom"},1000.0,1556671680000.0
temperature{room="corridor"},5000.046830138453,1556671669000.0
humidity{room="corridor"},4999.693802911814,1556711945000.0
humidity{room="kitchen"},5000.0,1556711945000.0
humidity{room="bathroom"},15000.022162468234,1556812635000.0
temperature{room="kitchen"},4999.941274292717,1556711950000.0
temperature{room="living_room"},5200.167038655804,1556713987000.0
temperature{room="bathroom"},1000.0,1556671681000.0
temperature{room="corridor"},5000.0014808200785,1556671670000.0
humidity{room="corridor"},4999.863921557673,1556711950000.0
humidity{room="kitchen"},5000.0,1556711950000.0
humidity{room="bathroom"},15000.044279181067,1556812650000.0
temperature{room="kitchen"},4999.969854778201,1556711955000.0
temperature{room="living_room"},5200.002082200623,1556713992200.0
temperature{room="bathroom"},1000.0,1556671682000.0
temperature{room="corridor"},4999.906806899601,1556671671000.0
humidity{room="corridor"},5000.259987353009,1556711955000.0
humidity{room="kitchen"},5000.0,1556711955000.0
humidity{room="bathroom"},14999.991879330326,1556812665000.0
temperature{room="kitchen"},4999.872851996681,1556711960000.0
temperature{room="living_room"},5199.973051263915,1556713997400.0
temperature{room="bathroom"},1000.0,1556671683000.0
temperature{room="corridor"},5000.023897978434,1556671672000.0
humidity{room="corridor"},5000.815613625016,1556711960000.0
humidity{room="kitchen"},5000.0,1556711960000.0
humidity{room="bathroom"},14999.976216655798,1556812680000.0
temperature{room="kitchen"},5000.054527273704,1556711965000.0
temperature{room="living_room"},5199.936519718827,1556714002600.0
temperature{room="bathroom"},1000.0,1556671684000.0
temperature{room="corridor"},4999.973356517762,1556671673000.0
humidity{room="corridor"},4999.901624997555,1556711965000.0
humidity{room="kitchen"},5000.0,1556711965000.0
humidity{room="bathroom"},15000.151612903172,1556812695000.0
temperature{room="kitchen"},5000.093116448325,1556711970000.0
temperature{room="living_room"},5200.02764665233,1556714007800.0
temperature{room="bathroom"},1000.0,1556671685000.0
temperature{room="corridor"},5000.0132289501125,1556671674000.0
