source,value,timestamp
humidity{room="corridor"},4999.612815517284,1556661630000.0
humidity{room="kitchen"},5000.0,1556661630000.0
humidity{room="bathroom"},15000.099330305797,1556661690000.0
temperature{room="kitchen"},5000.146621054104,1556661635000.0
temperature{room="living_room"},5199.921692985121,1556661659400.0
temperature{room="bathroom"},1000.0,1556661618000.0
temperature{room="corridor"},5000.027514664822,1556661607000.0
humidity{room="corridor"},4999.919234416029,1556661635000.0
humidity{room="kitchen"},5000.0,1556661635000.0
humidity{room="bathroom"},15000.02091352599,1556661705000.0
temperature{room="kitchen"},5000.058074947298,1556661640000.0
temperature{room="living_room"},5199.940751313895,1556661664600.0
temperature{room="bathroom"},1000.0,1556661619000.0
temperature{room="corridor"},4999.993590284781,1556661608000.0
humidity{room="corridor"},4999.796108871056,1556661640000.0
humidity{room="kitchen"},5000.0,1556661640000.0
humidity{room="bathroom"},15000.113787402543,1556661720000.0
temperature{room="kitchen"},4999.951286939991,1556661645000.0
temperature{room="living_room"},5200.016042311052,1556661669800.0
temperature{room="bathroom"},1000.0,1556661620000.0
temperature{room="corridor"},5000.003379353902,1556661609000.0
humidity{room="corridor"},5000.119338908712,1556661645000.0
humidity{room="kitchen"},5000.0,1556661645000.0
humidity{room="bathroom"},14999.940711951649,1556661735000.0
temperature{room="kitchen"},5000.093528229126,1556661650000.0
temperature{room="living_room"},5199.787074550166,1556661675000.0
temperature{room="bathroom"},1000.0,1556661621000.0
temperature{room="corridor"},5000.006542670851,1556661610000.0
humidity{room="corridor"},5000.092337691812,1556661650000.0
humidity{room="kitchen"},5000.0,1556661650000.0
humidity{room="bathroom"},14999.887875076713,1556661750000.0
temperature{room="kitchen"},4999.796302471692,1556661655000.0
temperature{room="living_room"},5199.887124274435,1556661680200.0
temperature{room="bathroom"},1000.0,1556661622000.0
temperature{room="corridor"},4999.9640053653875,1556661611000.0
humidity{room="corridor"},4999.904308965302,1556661655000.0
humidity{room="kitchen"},5000.0,1556661655000.0
humidity{room="bathroom"},14999.967082596839,1556661765000.0
temperature{room="kitchen"},5000.0157543795385,1556661660000.0
temperature{room="living_room"},5199.904381558632,1556661685400.0
temperature{room="bathroom"},1000.0,1556661623000.0
temperature{room="corridor"},4999.890830144803,1556661612000.0
humidity{room="corridor"},5000.043186703857,1556661660000.0
humidity{room="kitchen"},5000.0,1556661660000.0
humidity{room="bathroom"},14999.857487356132,1556661780000.0
temperature{room="kitchen"},4999.9735563259155,1556661665000.0
temperature{room="living_room"},5200.04446213925,1556661690600.0
temperature{room="bathroom"},1000.0,1556661624000.0
temperature{room="corridor"},5000.003143233696,1556661613000.0
humidity{room="corridor"},4999.718403408538,1556661665000.0
humidity{room="kitchen"},5000.0,1556661665000.0
humidity{room="bathroom"},15000.011553517428,1556661795000.0
temperature{room="kitchen"},4999.980204447683,1556661670000.0
temperature{room="living_room"},5200.025564269926,1556661695800.0
temperature{room="bathroom"},1000.0,1556661625000.0
temperature{room="corridor"},4999.971504427536,1556661614000.0
humidity{room="corridor"},5000.073163234143,1556661670000.0
humidity{room="kitchen"},5000.0,1556661670000.0
humidity{room="bathroom"},14999.971042108451,1556661810000.0
temperature{room="kitchen"},4999.9126506972,1556661675000.0
temperature{room="living_room"},5199.96991310192,1556661701000.0
temperature{room="bathroom"},1000.0,1556661626000.0
temperature{room="corridor"},4999.986716632342,1556661615000.0
humidity{room="corridor"},4999.9107145058015,1556661675000.0
humidity{room="kitchen"},5000.0,1556661675000.0
humidity{room="bathroom"},15000.001996930125,1556661825000.0
temperature{room="kitchen"},5000.061824600777,1556661680000.0
temperature{room="living_room"},5200.118099268757,1556661706200.0
temperature{room="bathroom"},1000.0,1556661627000.0
temperature{room="corridor"},4999.991151743646,1556661616000.0
humidity{room="corridor"},4999.600802645683,1556661680000.0
humidity{room="kitchen"},5000.0,1556661680000.0
humidity{room="bathroom"},14999.876864877053,1556661840000.0
temperature{room="kitchen"},5000.096560736096,1556661685000.0
temperature{room="living_room"},5200.08382942749,1556661711400.0
temperature{room="bathroom"},1000.0,1556661628000.0
temperature{room="corridor"},5000.029714923139,1556661617000.0
humidity{room="corridor"},5000.4025364486315,1556661685000.0
humidity{room="kitchen"},5000.0,1556661685000.0
humidity{room="bathroom"},14999.9557468738,1556661855000.0
temperature{room="kitchen"},4999.9330107677815,1556661690000.0
temperature{room="living_room"},5199.958226847389,1556661716600.0
temperature{room="bathroom"},1000.0,1556661629000.0
temperature{room="corridor"},5000.07397911245,1556661618000.0
humidity{room="corridor"},5000.233662569605,1556661690000.0
humidity{room="kitchen"},5000.0,1556661690000.0
humidity{room="bathroom"},14999.99118391988,1556661870000.0
temperature{room="kitchen"},5000.073490694195,1556661695000.0
temperature{room="living_room"},5199.97994948483,1556661721800.0
temperature{room="bathroom"},1000.0,1556661630000.0
temperature{room="corridor"},5000.003487683767,1556661619000.0
humidity{room="corridor"},4999.5946144403415,1556661695000.0
humidity{room="kitchen"},5000.0,1556661695000.0
humidity{room="bathroom"},15000.117452416966,1556661885000.0
temperature{room="kitchen"},4999.883760087049,1556661700000.0
temperature{room="living_room"},5199.974988908852,1556661727000.0
temperature{room="bathroom"},1000.0,1556661631000.0
temperature{room="corridor"},4999.978346753583,1556661620000.0
humidity{room="corridor"},5000.506140737025,1556661700000.0
humidity{room="kitchen"},5000.0,1556661700000.0
humidity{room="bathroom"},15000.16561057551,1556661900000.0
temperature{room="kitchen"},4999.992141672612,1556661705000.0
temperature{room="living_room"},5200.048127953185,1556661732200.0
temperature{room="bathroom"},1000.0,1556661632000.0
temperature{room="corridor"},4999.942257252425,1556661621000.0
humidity{room="corridor"},5000.145356743289,1556661705000.0
humidity{room="kitchen"},5000.0,1556661705000.0
humidity{room="bathroom"},14999.940993661745,1556661915000.0
temperature{room="kitchen"},5000.10304483186,1556661710000.0
temperature{room="living_room"},5200.003161476033,1556661737400.0
temperature{room="bathroom"},1000.0,1556661633000.0
temperature{room="corridor"},4999.958907855234,1556661622000.0
humidity{room="corridor"},4999.894676358519,1556661710000.0
humidity{room="kitchen"},5000.0,1556661710000.0
humidity{room="bathroom"},15000.055813364877,1556661930000.0
temperature{room="kitchen"},5000.112734069652,1556661715000.0
temperature{room="living_room"},5199.959856992311,1556661742600.0
temperature{room="bathroom"},1000.0,1556661634000.0
temperature{room="corridor"},4999.911511431549,1556661623000.0
humidity{room="corridor"},5000.153101483897,1556661715000.0
humidity{room="kitchen"},5000.0,1556661715000.0
humidity{room="bathroom"},14999.909857416149,1556661945000.0
temperature{room="kitchen"},4999.87669770982,1556661720000.0
temperature{room="living_room"},5200.00300367609,1556661747800.0
temperature{room="bathroom"},1000.0,1556661635000.0
temperature{room="corridor"},5000.010801957157,1556661624000.0
humidity{room="corridor"},4999.960858854353,1556661720000.0
humidity{room="kitchen"},5000.0,1556661720000.0
humidity{room="bathroom"},14999.98082784254,1556661960000.0
temperature{room="kitchen"},5000.014643619078,1556661725000.0
temperature{room="living_room"},5199.790286560786,1556661753000.0
temperature{room="bathroom"},1000.0,1556661636000.0
temperature{room="corridor"},4999.933066883331,1556661625000.0
humidity{room="corridor"},4999.754754675754,1556661725000.0
humidity{room="kitchen"},5000.0,1556661725000.0
humidity{room="bathroom"},15000.214767799174,1556661975000.0
temperature{room="kitchen"},4999.993385284074,1556661730000.0
temperature{room="living_room"},5200.161060301084,1556661758200.0
temperature{room="bathroom"},1000.0,1556661637000.0
temperature{room="corridor"},5000.041714000244,1556661626000.0
humidity{room="corridor"},5000.335412484625,1556661730000.0
humidity{room="kitchen"},5000.0,1556661730000.0
humidity{room="bathroom"},14999.937115427665,1556661990000.0
temperature{room="kitchen"},5000.008308283752,1556661735000.0
temperature{room="living_room"},5200.0161780161525,1556661763400.0
temperature{room="bathroom"},1000.0,1556661638000.0
temperature{room="corridor"},5000.012887228583,1556661627000.0
humidity{room="corridor"},4999.977957265717,1556661735000.0
humidity{room="kitchen"},5000.0,1556661735000.0
humidity{room="bathroom"},15000.040074194341,1556662005000.0
temperature{room="kitchen"},4999.954774228533,1556661740000.0
temperature{room="living_room"},5200.060090183042,1556661768600.0
temperature{room="bathroom"},1000.0,1556661639000.0
temperature{room="corridor"},5000.029946712759,1556661628000.0
humidity{room="corridor"},5000.046072644776,1556661740000.0
humidity{room="kitchen"},5000.0,1556661740000.0
humidity{room="bathroom"},14999.800047941946,1556662020000.0
temperature{room="kitchen"},5000.101925506514,1556661745000.0
temperature{room="living_room"},5200.007751734452,1556661773800.0
temperature{room="bathroom"},1000.0,1556661640000.0
temperature{room="corridor"},4999.965108677424,1556661629000.0
humidity{room="corridor"},4999.986150173505,1556661745000.0
humidity{room="kitchen"},5000.0,1556661745000.0
humidity{room="bathroom"},14999.924641257852,1556662035000.0
temperature{room="kitchen"},4999.961191611958,1556661750000.0
temperature{room="living_room"},5200.163813108126,1556661779000.0
temperature{room="bathroom"},1000.0,1556661641000.0
temperature{room="corridor"},5000.010164667621,1556661630000.0
humidity{room="corridor"},4999.61953481872,1556661750000.0
humidity{room="kitchen"},5000.0,1556661750000.0
humidity{room="bathroom"},15000.152351398869,1556662050000.0
temperature{room="kitchen"},5000.069462200971,1556661755000.0
temperature{room="living_room"},5199.820016479478,1556661784200.0
temperature{room="bathroom"},1000.0,1556661642000.0
temperature{room="corridor"},4999.993614407487,1556661631000.0
humidity{room="corridor"},4999.957685160398,1556661755000.0
humidity{room="kitchen"},5000.0,1556661755000.0
humidity{room="bathroom"},15000.075522261795,1556662065000.0
temperature{room="kitchen"},5000.1049187829485,1556661760000.0
temperature{room="living_room"},5200.077349851862,1556661789400.0
temperature{room="bathroom"},1000.0,1556661643000.0
temperature{room="corridor"},5000.102834856577,1556661632000.0
humidity{room="corridor"},5000.331649690972,1556661760000.0
humidity{room="kitchen"},5000.0,1556661760000.0
humidity{room="bathroom"},15000.024868655377,1556662080000.0
temperature{room="kitchen"},5000.13210947794,1556661765000.0
temperature{room="living_room"},5200.059206330806,1556661794600.0
temperature{room="bathroom"},1000.0,1556661644000.0
temperature{room="corridor"},4999.9862039934205,1556661633000.0
humidity{room="corridor"},4999.719610708202,1556661765000.0
humidity{room="kitchen"},5000.0,1556661765000.0
humidity{room="bathroom"},14999.997845487469,1556662095000.0
temperature{room="kitchen"},4999.867645462574,1556661770000.0
temperature{room="living_room"},5200.120325055353,1556661799800.0
temperature{room="bathroom"},1000.0,1556661645000.0
temperature{room="corridor"},5000.080591732137,1556661634000.0
humidity{room="corridor"},4999.906428207987,1556661770000.0
humidity{room="kitchen"},5000.0,1556661770000.0
humidity{room="bathroom"},14999.991987727855,1556662110000.0
temperature{room="kitchen"},5000.047642537334,1556661775000.0
temperature{room="living_room"},5200.101899291277,1556661805000.0
temperature{room="bathroom"},1000.0,1556661646000.0
temperature{room="corridor"},5000.0273346316535,1556661635000.0
humidity{room="corridor"},5000.197843107578,1556661775000.0
humidity{room="kitchen"},5000.0,1556661775000.0
humidity{room="bathroom"},15000.088148361885,1556662125000.0
temperature{room="kitchen"},4999.952999303159,1556661780000.0
temperature{room="living_room"},5200.05501666096,1556661810200.0
temperature{room="bathroom"},1000.0,1556661647000.0
temperature{room="corridor"},4999.951022511623,1556661636000.0
humidity{room="corridor"},5000.018531668971,1556661780000.0
humidity{room="kitchen"},5000.0,1556661780000.0
humidity{room="bathroom"},14999.958914941326,1556662140000.0
temperature{room="kitchen"},5000.148364838895,1556661785000.0
temperature{room="living_room"},5200.061557961924,1556661815400.0
temperature{room="bathroom"},1000.0,1556661648000.0
temperature{room="corridor"},4999.976417583778,1556661637000.0
humidity{room="corridor"},5000.002589260285,1556661785000.0
humidity{room="kitchen"},5000.0,1556661785000.0
humidity{room="bathroom"},15000.114692516956,1556662155000.0
temperature{room="kitchen"},4999.7488606220695,1556661790000.0
temperature{room="living_room"},5200.020367368191,1556661820600.0
temperature{room="bathroom"},1000.0,1556661649000.0
temperature{room="corridor"},4999.94009186249,1556661638000.0
humidity{room="corridor"},5000.595303293499,1556661790000.0
humidity{room="kitchen"},5000.0,1556661790000.0
humidity{room="bathroom"},15000.029175937023,1556662170000.0
temperature{room="kitchen"},5000.164770060572,1556661795000.0
temperature{room="living_room"},5200.087480691241,1556661825800.0
temperature{room="bathroom"},1000.0,1556661650000.0
temperature{room="corridor"},5000.020568577241,1556661639000.0
humidity{room="corridor"},4999.942579050486,1556661795000.0
humidity{room="kitchen"},5000.0,1556661795000.0
humidity{room="bathroom"},15000.049526234872,1556662185000.0
temperature{room="kitchen"},5000.11915653223,1556661800000.0
temperature{room="living_room"},5200.0252626892725,1556661831000.0
temperature{room="bathroom"},1000.0,1556661651000.0
temperature{room="corridor"},5000.083342871171,1556661640000.0
humidity{room="corridor"},5000.579955455301,1556661800000.0
humidity{room="kitchen"},5000.0,1556661800000.0
humidity{room="bathroom"},15000.026292425659,1556662200000.0
temperature{room="kitchen"},5000.116963855869,1556661805000.0
temperature{room="living_room"},5200.1648380760635,1556661836200.0
temperature{room="bathroom"},1000.0,1556661652000.0
temperature{room="corridor"},4999.931408721304,1556661641000.0
humidity{room="corridor"},5000.202397118365,1556661805000.0
humidity{room="kitchen"},5000.0,1556661805000.0
humidity{room="bathroom"},15000.234334480732,1556662215000.0
temperature{room="kitchen"},4999.977868502822,1556661810000.0
temperature{room="living_room"},5199.951467998231,1556661841400.0
temperature{room="bathroom"},1000.0,1556661653000.0
temperature{room="corridor"},5000.064735668543,1556661642000.0
humidity{room="corridor"},5000.103781259523,1556661810000.0
humidity{room="kitchen"},5000.0,1556661810000.0
humidity{room="bathroom"},14999.924951177807,1556662230000.0
temperature{room="kitchen"},4999.906596236011,1556661815000.0
temperature{room="living_room"},5200.083979191233,1556661846600.0
temperature{room="bathroom"},1000.0,1556661654000.0
temperature{room="corridor"},4999.994984549402,1556661643000.0
humidity{room="corridor"},5000.054199073978,1556661815000.0
humidity{room="kitchen"},5000.0,1556661815000.0
humidity{room="bathroom"},14999.874498019994,1556662245000.0
temperature{room="kitchen"},4999.987351504129,1556661820000.0
temperature{room="living_room"},5200.027196872787,1556661851800.0
temperature{room="bathroom"},1000.0,1556661655000.0
temperature{room="corridor"},5000.082393563927,1556661644000.0
humidity{room="corridor"},4999.608826468884,1556661820000.0
humidity{room="kitchen"},5000.0,1556661820000.0
humidity{room="bathroom"},14999.955099767041,1556662260000.0
temperature{room="kitchen"},5000.226892256351,1556661825000.0
temperature{room="living_room"},5200.078577306976,1556661857000.0
temperature{room="bathroom"},1000.0,1556661656000.0
temperature{room="corridor"},4999.957371500607,1556661645000.0
humidity{room="corridor"},4999.789080717204,1556661825000.0
humidity{room="kitchen"},5000.0,1556661825000.0
humidity{room="bathroom"},15000.143668064697,1556662275000.0
temperature{room="kitchen"},5000.186631282383,1556661830000.0
temperature{room="living_room"},5199.883425755025,1556661862200.0
temperature{room="bathroom"},1000.0,1556661657000.0
temperature{room="corridor"},4999.997361956973,1556661646000.0
humidity{room="corridor"},4999.598473543558,1556661830000.0
humidity{room="kitchen"},5000.0,1556661830000.0
humidity{room="bathroom"},15000.056033232218,1556662290000.0
temperature{room="kitchen"},5000.010483730522,1556661835000.0
temperature{room="living_room"},5200.126686889191,1556661867400.0
temperature{room="bathroom"},1000.0,1556661658000.0
temperature{room="corridor"},5000.01643774503,1556661647000.0
humidity{room="corridor"},4999.839391098508,1556661835000.0
humidity{room="kitchen"},5000.0,1556661835000.0
humidity{room="bathroom"},14999.90841501629,1556662305000.0
temperature{room="kitchen"},4999.836791094832,1556661840000.0
temperature{room="living_room"},5200.093510892712,1556661872600.0
temperature{room="bathroom"},1000.0,1556661659000.0
temperature{room="corridor"},4999.942898863527,1556661648000.0
humidity{room="corridor"},4999.886087888697,1556661840000.0
humidity{room="kitchen"},5000.0,1556661840000.0
humidity{room="bathroom"},14999.965307587643,1556662320000.0
temperature{room="kitchen"},4999.9830699070635,1556661845000.0
temperature{room="living_room"},5199.967275144472,1556661877800.0
temperature{room="bathroom"},1000.0,1556661660000.0
temperature{room="corridor"},4999.965794193259,1556661649000.0
humidity{room="corridor"},5000.071479530692,1556661845000.0
humidity{room="kitchen"},5000.0,1556661845000.0
humidity{room="bathroom"},14999.85673127715,1556662335000.0
temperature{room="kitchen"},5000.0335247358025,1556661850000.0
temperature{room="living_room"},5199.949733033758,1556661883000.0
temperature{room="bathroom"},1000.0,1556661661000.0
temperature{room="corridor"},5000.073507990141,1556661650000.0
humidity{room="corridor"},5000.159894511933,1556661850000.0
humidity{room="kitchen"},5000.0,1556661850000.0
humidity{room="bathroom"},15000.133852586505,1556662350000.0
temperature{room="kitchen"},4999.806729491813,1556661855000.0
temperature{room="living_room"},5200.0082026678865,1556661888200.0
temperature{room="bathroom"},1000.0,1556661662000.0
temperature{room="corridor"},4999.967676604388,1556661651000.0
humidity{room="corridor"},4999.6316800918985,1556661855000.0
humidity{room="kitchen"},5000.0,1556661855000.0
humidity{room="bathroom"},14999.900253036194,1556662365000.0
temperature{room="kitchen"},4999.895660272903,1556661860000.0
temperature{room="living_room"},5199.895912398129,1556661893400.0
temperature{room="bathroom"},1000.0,1556661663000.0
temperature{room="corridor"},4999.965672693122,1556661652000.0
humidity{room="corridor"},5000.63546593515,1556661860000.0
humidity{room="kitchen"},5000.0,1556661860000.0
humidity{room="bathroom"},14999.955252398417,1556662380000.0
temperature{room="kitchen"},5000.0326173831845,1556661865000.0
temperature{room="living_room"},5200.053574510366,1556661898600.0
temperature{room="bathroom"},1000.0,1556661664000.0
temperature{room="corridor"},4999.977439763537,1556661653000.0
humidity{room="corridor"},5000.228382912573,1556661865000.0
humidity{room="kitchen"},5000.0,1556661865000.0
humidity{room="bathroom"},15000.094303393058,1556662395000.0
temperature{room="kitchen"},4999.932160281646,1556661870000.0
temperature{room="living_room"},5199.958820807803,1556661903800.0
temperature{room="bathroom"},1000.0,1556661665000.0
temperature{room="corridor"},4999.980778525268,1556661654000.0
humidity{room="corridor"},5000.213143895695,1556661870000.0
humidity{room="kitchen"},5000.0,1556661870000.0
humidity{room="bathroom"},14999.916116017348,1556662410000.0
temperature{room="kitchen"},5000.020507909423,1556661875000.0
temperature{room="living_room"},5200.067185059075,1556661909000.0
temperature{room="bathroom"},1000.0,1556661666000.0
temperature{room="corridor"},5000.001948877153,1556661655000.0
humidity{room="corridor"},4999.866490749399,1556661875000.0
humidity{room="kitchen"},5000.0,1556661875000.0
humidity{room="bathroom"},14999.969702197359,1556662425000.0
temperature{room="kitchen"},4999.773455804484,1556661880000.0
temperature{room="living_room"},5199.822056445941,1556661914200.0
temperature{room="bathroom"},1000.0,1556661667000.0
temperature{room="corridor"},4999.955621533675,1556661656000.0
humidity{room="corridor"},4999.338893491995,1556661880000.0
humidity{room="kitchen"},5000.0,1556661880000.0
humidity{room="bathroom"},15000.119024032037,1556662440000.0
temperature{room="kitchen"},4999.991549763211,1556661885000.0
temperature{room="living_room"},5199.90408627808,1556661919400.0
temperature{room="bathroom"},1000.0,1556661668000.0
temperature{room="corridor"},4999.982275968245,1556661657000.0
humidity{room="corridor"},5000.423463934642,1556661885000.0
humidity{room="kitchen"},5000.0,1556661885000.0
humidity{room="bathroom"},14999.975699228711,1556662455000.0
temperature{room="kitchen"},4999.704814552311,1556661890000.0
temperature{room="living_room"},5199.917361906095,1556661924600.0
temperature{room="bathroom"},1000.0,1556661669000.0
temperature{room="corridor"},4999.880157953466,1556661658000.0
humidity{room="corridor"},4999.999141464898,1556661890000.0
humidity{room="kitchen"},5000.0,1556661890000.0
humidity{room="bathroom"},15000.02903095811,1556662470000.0
temperature{room="kitchen"},4999.9504015083885,1556661895000.0
temperature{room="living_room"},5200.086497116671,1556661929800.0
temperature{room="bathroom"},1000.0,1556661670000.0
temperature{room="corridor"},4999.999109439279,1556661659000.0
humidity{room="corridor"},5000.176705816194,1556661895000.0
humidity{room="kitchen"},5000.0,1556661895000.0
humidity{room="bathroom"},15000.033995741212,1556662485000.0
temperature{room="kitchen"},4999.927259284035,1556661900000.0
temperature{room="living_room"},5199.972039454588,1556661935000.0
temperature{room="bathroom"},1000.0,1556661671000.0
temperature{room="corridor"},5000.044136237674,1556661660000.0
humidity{room="corridor"},5000.027734299802,1556661900000.0
humidity{room="kitchen"},5000.0,1556661900000.0
humidity{room="bathroom"},15000.07839943883,1556662500000.0
temperature{room="kitchen"},4999.998395141754,1556661905000.0
temperature{room="living_room"},5200.020148000348,1556661940200.0
temperature{room="bathroom"},1000.0,1556661672000.0
temperature{room="corridor"},5000.0100042878685,1556661661000.0
humidity{room="corridor"},4999.903168510447,1556661905000.0
humidity{room="kitchen"},5000.0,1556661905000.0
humidity{room="bathroom"},14999.82438806122,1556662515000.0
temperature{room="kitchen"},5000.011911663993,1556661910000.0
temperature{room="living_room"},5200.056191840784,1556661945400.0
temperature{room="bathroom"},1000.0,1556661673000.0
temperature{room="corridor"},4999.921136070635,1556661662000.0
humidity{room="corridor"},4999.696217162216,1556661910000.0
humidity{room="kitchen"},5000.0,1556661910000.0
humidity{room="bathroom"},15000.007881300438,1556662530000.0
temperature{room="kitchen"},4999.900703470616,1556661915000.0
temperature{room="living_room"},5199.943551467544,1556661950600.0
temperature{room="bathroom"},1000.0,1556661674000.0
temperature{room="corridor"},4999.842868493013,1556661663000.0
humidity{room="corridor"},4999.925744730853,1556661915000.0
humidity{room="kitchen"},5000.0,1556661915000.0
humidity{room="bathroom"},15000.016443426053,1556662545000.0
temperature{room="kitchen"},5000.075709968637,1556661920000.0
temperature{room="living_room"},5200.055134396694,1556661955800.0
temperature{room="bathroom"},1000.0,1556661675000.0
temperature{room="corridor"},5000.072395006545,1556661664000.0
humidity{room="corridor"},5000.7864953813705,1556661920000.0
humidity{room="kitchen"},5000.0,1556661920000.0
humidity{room="bathroom"},15000.085007262433,1556662560000.0
temperature{room="kitchen"},5000.056375106352,1556661925000.0
temperature{room="living_room"},5199.945445579246,1556661961000.0
temperature{room="bathroom"},1000.0,1556661676000.0
temperature{room="corridor"},5000.068384331205,1556661665000.0
humidity{room="corridor"},5000.389492341817,1556661925000.0
humidity{room="kitchen"},5000.0,1556661925000.0
humidity{room="bathroom"},14999.773048044162,1556662575000.0
temperature{room="kitchen"},4999.959857258817,1556661930000.0
temperature{room="living_room"},5200.009406162942,1556661966200.0
temperature{room="bathroom"},1000.0,1556661677000.0
temperature{room="corridor"},4999.967281389518,1556661666000.0
humidity{room="corridor"},4999.7970914064,1556661930000.0
humidity{room="kitchen"},5000.0,1556661930000.0
humidity{room="bathroom"},15000.239176053137,1556662590000.0
temperature{room="kitchen"},5000.024364516438,1556661935000.0
temperature{room="living_room"},5200.0631636791495,1556661971400.0
temperature{room="bathroom"},1000.0,1556661678000.0
temperature{room="corridor"},5000.065505731898,1556661667000.0
humidity{room="corridor"},5000.00361499485,1556661935000.0
humidity{room="kitchen"},5000.0,1556661935000.0
humidity{room="bathroom"},15000.063406169102,1556662605000.0
temperature{room="kitchen"},5000.010084018801,1556661940000.0
temperature{room="living_room"},5199.978895675904,1556661976600.0
temperature{room="bathroom"},1000.0,1556661679000.0
temperature{room="corridor"},4999.977723661168,1556661668000.0
humidity{room="corridor"},4999.961708259793,1556661940000.0
humidity{room="kitchen"},5000.0,1556661940000.0
humidity{room="bathroom"},15000.150554816373,1556662620000.0
temperature{room="kitchen"},5000.0291214781555,1556661945000.0
temperature{room="living_room"},5199.78337210247,1556661981800.0
temperature{room="bathroom"},1000.0,1556661680000.0
temperature{room="corridor"},5000.014221731089,1556661669000.0
humidity{room="corridor"},5000.208955529403,1556661945000.0
humidity{room="kitchen"},5000.0,1556661945000.0
humidity{room="bathroom"},14999.93876692178,1556662635000.0
temperature{room="kitchen"},4999.993871910818,1556661950000.0
temperature{room="living_room"},5199.959515148047,1556661987000.0
temperature{room="bathroom"},1000.0,1556661681000.0
temperature{room="corridor"},5000.044304386973,1556661670000.0
humidity{room="corridor"},4999.756181717651,1556661950000.0
humidity{room="kitchen"},5000.0,1556661950000.0
humidity{room="bathroom"},14999.908398346619,1556662650000.0
temperature{room="kitchen"},4999.966291009678,1556661955000.0
temperature{room="living_room"},5200.065143899035,1556661992200.0
temperature{room="bathroom"},1000.0,1556661682000.0
temperature{room="corridor"},5000.018578684341,1556661671000.0
humidity{room="corridor"},5000.163925631838,1556661955000.0
humidity{room="kitchen"},5000.0,1556661955000.0
humidity{room="bathroom"},15000.101003239002,1556662665000.0
temperature{room="kitchen"},5000.12406623824,1556661960000.0
temperature{room="living_room"},5200.126302147485,1556661997400.0
temperature{room="bathroom"},1000.0,1556661683000.0
temperature{room="corridor"},4999.9417793717175,1556661672000.0
humidity{room="corridor"},5000.085366759478,1556661960000.0
humidity{room="kitchen"},5000.0,1556661960000.0
humidity{room="bathroom"},14999.939488589629,1556662680000.0
temperature{room="kitchen"},4999.906626420372,1556661965000.0
temperature{room="living_room"},5199.997134244292,1556662002600.0
temperature{room="bathroom"},1000.0,1556661684000.0
temperature{room="corridor"},4999.989381835078,1556661673000.0
humidity{room="corridor"},4999.780672117215,1556661965000.0
humidity{room="kitchen"},5000.0,1556661965000.0
humidity{room="bathroom"},15000.006521020487,1556662695000.0
temperature{room="kitchen"},4999.864193822686,1556661970000.0
temperature{room="living_room"},5199.922142009851,1556662007800.0
temperature{room="bathroom"},1000.0,1556661685000.0
temperature{room="corridor"},4999.881738294421,1556661674000.0
